Property ID,Society,Society Link,Name,Page Title,Price,Marla,Area (sqft),Bedrooms,Baths,Floor Number,Total Floors,Built Year,Rooms,Other Rooms,Link,Built in year,Parking Spaces,Floors,Bathrooms,Servant Quarters,Kitchens,Store Rooms
49967835,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 8 Crore,1.0,225.0,5,6,,,2024,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_brand_new_ultra_modern_design_bungalow_for_sale_in_dha_phase_7_top_location-49967835-1450-1.html,2024,4,2,6,2,2,2
53584570,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 5 - Block G, DHA Phase 5, DHA Defence, Lahore, Punjab",PKR 11.95 Crore,1.0,225.0,5,7,,,2026,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '3', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_g_defence_1_kanal_brand_new_ultra_modern_design_furnished_bungalow_for_sale_phase_5-53584570-1604-1.html,2026,4,3,6,2,3,2
53501367,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 8.65 Crore,1.0,225.0,6,6,,,2025,"{'Bedrooms': '6', 'Bathrooms': '7'}","Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_brand_new_modern_bungalow_for_sale_near_kfc_tim_s_hortons-53501367-1448-1.html,2025,5,3,7,,,
52715749,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 8.95 Crore,1.0,225.0,5,6,,,2025,"{'Bedrooms': '5', 'Bathrooms': '6'}","Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_6_exquisite_1_kanal_luxury_residence_for_sale_in_dha_phase_6_a_blend_of_class_comfort-52715749-1448-1.html,2025,2,2,6,,,
52234706,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.15 Crore,5.0,1125.0,3,5,,,,{},"Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_9_town_5-marla_semi_furnished_corner_spanish_villa_near_park_for_sale_in_dha-52234706-1452-1.html,,,,,,,
53364136,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 3 - Block X, DHA Phase 3, DHA Defence, Lahore, Punjab",PKR 7.3 Crore,1.0,225.0,6,6,,,2,"{'Bedrooms': '6', 'Bathrooms': '7', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Powder Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_x_1_kannal_double_unit_used_house_for_sale_in_dha_lahore_phase_3_block_x_lahore-53364136-1585-1.html,2,3,2,7,1,2,1
53461483,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7 - Block Y, DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 4.3 Crore,10.0,2250.0,4,5,,,2025,"{'Bedrooms': '4', 'Bathrooms': '5', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Powder Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_10_marla_brand_new_house_for_sale_in_dha_lahore_phase_7_block_y-53461483-1632-1.html,2025,3,2,5,2,2,1
53341316,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 5, DHA Defence, Lahore, Punjab",PKR 7.25 Crore,1.0,225.0,6,7,,,2025,"{'Bedrooms': '6', 'Bathrooms': '8', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_5_brand_new_fully_furnished_1-kanal_luxury_house_for_sale_in_dha_phase_5_prime_location-53341316-1447-1.html,2025,5,2,8,2,2,2
53325970,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 1, DHA Defence, Lahore, Punjab",PKR 14.75 Crore,2.0,450.0,6,7,,,2025,"{'Bedrooms': '6', 'Bathrooms': '8', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '3'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_1_2_kanal_full_basement_brand_new_bungalow_for_sale_with_swimming_pool_for_sale_phase_1-53325970-1442-1.html,2025,5,2,8,2,2,3
49542639,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 7.9 Crore,1.0,225.0,5,6,,,2023,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_6_1_kanal_luxurious_bungalow_in_dha_phase_6_at_a_prime_location-49542639-1448-1.html,2023,4,2,6,1,2,1
53568507,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","Defence Raya, DHA Defence, Lahore, Punjab",PKR 8.5 Crore,14.0,3150.0,4,5,,,,"{'Bedrooms': '4', 'Bathrooms': '5'}","Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_defence_raya_luxury_14-marla_fully_renovated_villa_for_sale_at_an_attractive_price-53568507-8172-1.html,,,,5,,,
53523279,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6 - Block J, DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 38 Crore,2.0,450.0,6,6,,,,"{'Bedrooms': '6', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_2_kanal_house_for_sale_in_rs_380000000_only-53523279-1618-1.html,,4,,6,2,2,1
53513871,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.1 Crore,5.0,1125.0,4,4,,,2025,"{'Bedrooms': '4', 'Bathrooms': '5', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_5_marla_ultra_luxury_house_for_sale_in_block_a_3_beds_premium_finishing-53513871-8173-1.html,2025,2,2,5,2,2,2
53412005,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.29 Crore,5.0,1125.0,3,4,,,2025,"{'Bedrooms': '3', 'Bathrooms': '4', 'Kitchens': '1'}","Servant Quarters, Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_9_town_hot_deal_5_marla_house_available_in_dha_phase_9_town_dont_miss_out-53412005-1452-1.html,2025,1,1,4,,1,
53576702,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6 - Block D, DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 5.75 Crore,10.0,2250.0,4,5,,,2022,"{'Bedrooms': '4', 'Bathrooms': '5', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_d_task_est_offer_10_marla_modern_design_bungalow_good_location_reasonable_price_in_phase_6_d_ha-53576702-1613-1.html,2022,3,2,5,2,2,2
53607285,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 5.1 Crore,10.0,2250.0,4,4,,,2025,"{'Bedrooms': '4', 'Bathrooms': '4', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_stunning_modern_design_bungalow_for_sale_demand_510lac-53607285-1450-1.html,2025,2,2,4,,2,1
53607408,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 4.9 Crore,10.0,2250.0,4,4,,,2025,"{'Bedrooms': '4', 'Bathrooms': '4', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_7_10_marla_brand_new_stunning_spanish_design_modern_design_bungalow_for_sale-53607408-1450-1.html,2025,2,2,4,,2,1
52621215,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 8 - Ex Air Avenue, DHA Phase 8, DHA Defence, Lahore, Punjab",PKR 9.25 Crore,1.0,225.0,5,6,,,2025,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_1_kanal_brand_new_modern_house_for_sale_in_air_avenue_phase-8_dha_lahore-52621215-407-1.html,2025,4,1,6,1,2,2
50040844,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 5 - Block H, DHA Phase 5, DHA Defence, Lahore, Punjab",PKR 11.95 Crore,1.0,225.0,6,6,,,2024,"{'Bedrooms': '6', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '3', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_h_100_original_kanal_fully_basement_mazhir_munir_design_ultra_modern_for_sale-50040844-1605-1.html,2024,,3,6,2,3,2
52991248,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7 - Block T, DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 11.25 Crore,2.0,450.0,5,6,,,2025,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '3', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_owner_needy_100_original_deal_two_kanal_most_beautiful_outstanding_luxuries_bungalow_for_sale_1_kanal_constructed_house_and_one_kanal_lawn_at_prime_location_facing_70_feet_road_near_to_carrefour_amp_defense_raya_best_deal_of_the_town-52991248-1627-1.html,2025,4,2,6,2,3,1
53513887,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.8 Crore,5.0,1125.0,3,4,,,2025,"{'Bedrooms': '3', 'Bathrooms': '3', 'Servant Quarters': '2', 'Kitchens': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Store Rooms, Steam Room, Lounge or Sitting Room, Other Rooms",https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_hot_deal_5_marla_stylish_elegant_house_in_block_a_3_bed_attached_baths-53513887-8173-1.html,2025,2,2,3,2,2,
53612428,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 8 - Ex Air Avenue, DHA Phase 8, DHA Defence, Lahore, Punjab",PKR 3.8 Crore,10.0,2250.0,4,5,,,2024,"{'Bedrooms': '4', 'Bathrooms': '5', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_ex_air_avenue_10_marla_slightly_used_luxury_house_for_sale_in_dha_lahore_phase_8_ex_air_avenue_prime_location_near_park_main_boulevard-53612428-407-1.html,2024,2,2,5,1,2,1
53608366,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6 - Block J, DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 12.5 Crore,1.0,225.0,5,7,,,2025,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_j_stunning_1-kanal_brand_new_bungalow_for_sale_in_dha_phase_6_block_j_5-master_beds_2-tv_lounges_lush_green_lawn_easy_deal_with_motivated_seller-53608366-1618-1.html,2025,4,,6,2,2,1
53518496,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2 Crore,5.0,1125.0,5,5,,,2025,"{'Bedrooms': '5', 'Bathrooms': '5', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Powder Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_5_marla_exceptional_designer_home_prime_location_executive_finishing-53518496-8173-1.html,2025,2,2,5,1,2,1
53536753,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.05 Crore,5.0,1125.0,3,4,,,2025,{},,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_luxury_living_in_5_marla_brand_new_house_available-53536753-8173-1.html,2025,1,2,,,,
53536804,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.2 Crore,5.0,1125.0,3,4,,,2025,{},,https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_premium_5_marla_house_quality_construction_affordable_price-53536804-8173-1.html,2025,1,2,,,,
53485196,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 4, DHA Defence, Lahore, Punjab",PKR 6.3 Crore,10.0,2250.0,4,4,,,2023,"{'Bedrooms': '4', 'Bathrooms': '4', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Powder Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_4_10_marla_immaculate_well_maintained_2_years_old_just_like_brand_new_bungalow_near_to_park_for_sale-53485196-1446-1.html,2023,2,2,4,,1,1
53610448,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"7 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 2, DHA Defence, Lahore, Punjab",PKR 8.5 Crore,1.0,225.0,7,6,,,2005,"{'Bedrooms': '7', 'Bathrooms': '8', 'Servant Quarters': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_defence_dha_phase_2_corner_1_kanal_park-facing_luxury_house_for_sale_dha_lahore-53610448-1444-1.html,2005,5,3,8,2,,2
53345421,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 3 - Block W, DHA Phase 3, DHA Defence, Lahore, Punjab",PKR 6.8 Crore,1.0,225.0,5,6,,,2018,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_w_one_kanal_used_modern_design_bungalow_for_sale_at_prime_location_of_dha_lahore_near_to_park_masjid_commercial_market-53345421-1584-1.html,2018,4,,6,1,2,1
53513548,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6 - Block K, DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 7.75 Crore,1.0,225.0,6,6,,,2024,"{'Bedrooms': '6', 'Bathrooms': '7', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_1_kanal_brand_new_ultra_modern_designe_house_for_sale-53513548-1619-1.html,2024,4,2,7,2,2,2
53490311,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.5 Crore,5.0,1125.0,3,4,,,2025,"{'Bedrooms': '3', 'Bathrooms': '4', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_house_with_double_height_lobby_in_dha_phase_9_town_lahore-53490311-1452-1.html,2025,1,2,4,1,2,1
53513958,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town - Block A, DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2 Crore,5.0,1125.0,4,4,,,2025,"{'Bedrooms': '4', 'Bathrooms': '5', 'Servant Quarters': '1', 'Kitchens': '1', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_9_town_dha_9_town_-_block_a_5_marla_exceptional_designer_home_prime_location_amp_executive_finishing-53513958-8173-1.html,2025,1,2,5,1,1,1
53271857,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA 9 Town, DHA Defence, Lahore, Punjab",PKR 2.05 Crore,5.0,1125.0,3,4,,,2025,"{'Bedrooms': '3', 'Bathrooms': '4', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_house_for_sale_in_dha_phase_9_town_near_to_park_and_mosque_commercial_prime_location-53271857-1452-1.html,2025,2,2,4,1,2,1
52502505,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"4 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 3.75 Crore,10.0,2250.0,4,5,,,2025,"{'Bedrooms': '4', 'Bathrooms': '5', 'Servant Quarters': '1', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_7_last_one_10_marla_house_for_sale_in_near_defence_raya_fair_ways-52502505-1450-1.html,2025,2,2,5,1,2,2
53605925,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 5, DHA Defence, Lahore, Punjab",PKR 32 Crore,2.0,450.0,6,6,,,2025,"{'Bedrooms': '6', 'Bathrooms': '7', 'Servant Quarters': '4', 'Kitchens': '3', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_defence_dha_phase_5_2_kanal_ultra_modern_design_house_for_sale-53605925-1447-1.html,2025,5,2,7,4,3,2
53609871,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"5 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 8, DHA Defence, Lahore, Punjab",PKR 9.25 Crore,1.0,225.0,5,6,,,2025,"{'Bedrooms': '5', 'Bathrooms': '6', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room",https://www.zameen.com/Property/dha_defence_dha_phase_8_one_kanal_classic_design_bungalow_for_sale-53609871-1451-1.html,2025,4,2,6,2,2,1
53609842,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"7 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 5, DHA Defence, Lahore, Punjab",PKR 44 Crore,2.0,450.0,7,-,,,2025,"{'Bedrooms': '7', 'Bathrooms': '8', 'Servant Quarters': '4', 'Kitchens': '3', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_defence_dha_phase_5_100_original_picture_2kanal_spanish_house_for_sale_super_hot_location-53609842-1447-1.html,2025,5,3,8,4,3,2
53609503,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 8, DHA Defence, Lahore, Punjab",PKR 28 Crore,2.0,450.0,6,-,,,2025,"{'Bedrooms': '6', 'Bathrooms': '7', 'Servant Quarters': '3', 'Kitchens': '3', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_8_2_kanal_ultra_modern_design_house_for_sale_dha_phase_8_super_hot_location-53609503-1451-1.html,2025,5,3,7,3,3,1
53472721,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"3 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 7, DHA Defence, Lahore, Punjab",PKR 3.25 Crore,5.0,1125.0,3,4,,,2024,"{'Bedrooms': '3', 'Bathrooms': '4', 'Kitchens': '2', 'Store Rooms': '1'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",https://www.zameen.com/Property/dha_defence_dha_phase_7_reserve_a_house_now_in_dha_phase_7-53472721-1450-1.html,2024,1,2,4,,2,1
50162946,DHA Defence,https://www.zameen.com/Houses_Property/Lahore_DHA_Defence-9-1.html,"6 Bedroom House for sale in DHA Defence, Lahore","DHA Phase 6 - Block A, DHA Phase 6, DHA Defence, Lahore, Punjab",PKR 8.95 Crore,1.0,225.0,6,7,,,2024,"{'Bedrooms': '6', 'Bathrooms': '7', 'Servant Quarters': '2', 'Kitchens': '2', 'Store Rooms': '2'}","Drawing Room, Dining Room, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_a_full_basement_fully_furnished_top_of_line_1_kanal_brand_new_luxurious_modern_design_bungalow_for_sale_top_location_of_dha_phase_6-50162946-1610-1.html,2024,4,2,7,2,2,2
